x,y,obs
293,331,24.43
292,331,26.21
290,337,10.82
290,334,8.53
290,339,3.3
293,347,10.29
293,348,9.65
293,348,7.68
293,349,4.57
293,97,2.13
292,119,1.22
292,123,2.74
292,123,3.05
295,122,4.88
294,127,6.1
291,132,5.18
291,140,2.13
291,141,3.96
294,154,1.22
295,167,1.83
292,179,12.19
292,199,30.48
294,203,3.66
292,212,16.76
293,224,7.62
293,223,16.76
293,225,2.74
293,226,6.1
293,228,9.75
295,238,12.19
291,234,12.19
291,233,5.49
295,239,4.0
294,247,29.08
293,254,21.34
293,256,33.53
292,260,20.45
291,260,11.58
294,259,15.78
295,267,20.1
295,270,0.63
295,270,3.05
295,299,5.63
292,315,5.85
291,313,9.75
292,315,3.66
294,326,5.61
292,325,13.52
292,330,2.73
292,340,8.92
293,97,3.78
296,121,4.88
292,123,2.13
296,126,2.44
292,139,4.57
295,145,8.84
296,166,12.19
294,189,2.82
296,206,7.62
294,224,2.74
293,224,6.1
293,229,9.45
294,229,3.66
293,229,7.62
296,232,7.32
296,242,0.0
294,245,20.78
293,248,26.24
294,248,3.05
296,248,0.61
292,273,4.77
292,284,15.58
295,290,7.62
296,311,5.5
293,325,10.61
296,325,2.13
293,337,15.24
293,335,4.83
295,357,12.93
295,366,5.62
292,370,1.87
294,73,0.61
295,111,3.66
297,127,21.34
293,134,3.96
293,134,6.71
295,148,3.66
296,163,4.57
295,161,0.3
296,165,5.58
297,193,10.67
297,193,8.53
293,193,3.05
296,210,12.19
297,219,11.25
293,228,9.14
297,229,19.81
293,226,6.1
293,229,6.1
295,237,8.23
293,239,20.84
295,239,3.98
293,253,6.67
294,253,17.11
296,259,1.08
296,259,1.22
295,261,28.52
297,261,8.06
297,269,16.57
295,270,4.57
293,274,3.35
296,288,4.88
295,292,12.8
296,297,2.48
295,298,15.24
295,300,6.4
293,310,17.2
293,312,17.96
297,313,5.12
293,316,12.19
293,316,11.22
297,322,7.62
295,326,6.1
295,325,21.95
296,328,3.66
293,335,0.91
293,335,3.61
296,369,9.3
297,392,2.7
294,57,6.4
296,77,2.74
295,81,6.4
295,97,27.43
295,97,6.1
297,106,2.44
297,106,0.91
296,111,18.29
298,121,0.3
294,127,6.1
298,127,13.72
298,130,9.14
298,130,14.33
298,130,6.71
295,145,6.1
296,163,9.75
296,165,9.14
295,207,1.22
294,208,3.66
295,212,64.62
298,218,7.92
298,218,9.14
298,218,9.14
298,218,8.53
294,225,5.79
296,229,10.67
297,228,16.76
294,229,3.96
296,232,6.1
294,245,24.38
295,244,9.45
297,247,11.28
297,247,11.58
298,255,10.78
294,259,16.32
295,260,16.76
295,262,29.38
296,263,6.91
297,261,7.62
298,268,1.52
298,268,13.4
295,298,15.24
297,306,20.41
297,313,10.16
298,312,4.88
298,324,1.22
298,320,9.75
294,338,3.22
294,363,18.97
295,366,12.82
295,73,9.14
295,76,45.72
295,111,2.44
295,119,3.66
298,122,5.49
299,145,6.71
299,144,2.44
298,151,30.48
296,163,5.49
297,204,4.57
295,207,2.74
298,212,7.32
296,210,2.44
298,212,18.29
299,218,8.23
299,218,2.44
299,218,2.44
297,228,5.18
296,229,6.1
296,229,14.32
297,228,18.29
296,232,5.18
296,235,54.86
298,255,7.62
299,254,3.43
298,261,13.15
295,258,4.21
298,259,6.58
295,260,17.48
298,261,14.28
298,261,13.81
297,262,1.43
299,269,2.27
299,269,5.39
298,284,15.24
297,313,9.84
299,311,7.92
299,312,10.67
297,322,12.19
298,320,10.49
297,332,6.1
295,338,8.84
295,338,5.24
295,366,7.54
295,366,11.08
297,64,44.2
296,94,0.0
299,105,1.22
296,111,19.81
299,145,6.1
296,164,6.71
296,181,8.84
299,200,7.92
300,216,2.13
299,218,4.57
300,216,0.91
300,216,3.35
300,230,12.8
300,230,7.62
300,234,19.05
298,255,10.45
299,256,0.02
300,256,14.33
297,256,49.93
296,261,9.67
300,270,3.05
297,313,9.2
298,320,10.06
297,320,19.81
298,325,10.35
298,325,10.52
296,327,11.0
296,328,4.57
298,332,7.58
299,332,9.14
297,377,6.1
299,65,9.14
299,65,11.28
300,76,23.16
297,132,45.72
301,155,24.38
297,157,14.33
297,160,12.19
297,164,9.14
297,193,12.19
297,201,3.05
300,198,0.61
297,201,3.05
301,217,3.05
301,215,2.13
301,217,2.74
301,227,3.66
301,230,12.19
301,239,28.65
300,256,12.8
298,258,23.38
297,261,10.17
297,259,0.3
299,284,33.83
297,285,16.76
300,284,21.03
301,290,8.53
299,298,7.51
299,311,7.88
298,320,10.67
301,321,1.28
301,320,8.8
301,320,8.23
301,323,7.05
300,322,4.9
299,328,2.74
297,332,5.79
299,393,2.17
299,67,5.49
299,78,9.14
298,107,8.53
298,112,30.48
302,117,3.49
301,155,18.29
302,156,2.0
298,172,2.35
298,194,28.52
298,204,28.65
301,217,5.18
301,217,3.96
301,217,2.74
302,228,9.14
302,229,3.96
300,230,8.53
299,251,25.91
301,252,2.93
298,255,9.14
299,254,1.83
301,271,0.62
301,271,1.14
301,276,1.83
300,275,16.46
300,283,23.18
300,283,24.38
299,297,17.59
299,298,9.02
299,311,7.14
301,323,7.01
301,319,13.72
302,321,16.78
301,323,9.12
300,327,23.45
298,332,5.3
301,331,10.32
301,329,4.94
300,61,7.62
299,78,6.1
299,81,1.83
301,105,1.22
299,120,4.88
302,159,0.3
299,168,13.72
303,173,2.23
301,194,3.05
300,198,1.88
301,217,3.05
303,217,4.57
303,231,4.57
302,228,9.14
301,233,12.78
300,228,29.66
302,258,20.88
300,269,1.86
299,270,15.92
300,276,19.99
303,276,0.91
302,289,4.57
303,288,2.6
303,299,19.08
302,310,17.62
302,308,5.49
301,325,1.52
301,329,8.85
302,334,7.32
301,333,14.09
299,394,4.53
300,64,1.63
303,72,13.72
300,71,5.49
303,74,3.66
301,105,12.19
300,105,5.79
304,117,1.52
301,133,0.3
302,159,4.91
302,159,13.72
304,171,5.27
304,179,18.29
304,189,32.61
304,199,12.19
300,198,2.13
303,217,6.1
303,217,6.71
304,224,4.57
300,226,33.53
301,227,14.63
302,228,9.75
301,236,42.67
304,264,4.25
303,270,13.29
301,274,9.14
302,286,7.62
304,283,28.96
303,289,15.75
303,289,15.87
300,304,13.41
300,311,8.39
303,317,1.59
304,322,1.22
300,320,5.99
300,319,20.73
300,322,3.86
301,323,9.51
303,329,3.43
303,68,18.29
302,73,2.13
302,73,0.61
303,74,6.1
301,105,1.52
304,141,3.05
305,166,1.22
305,171,9.14
301,194,1.14
301,194,6.88
304,200,10.97
301,218,20.73
303,217,12.19
304,224,8.23
305,227,8.23
305,238,35.97
303,250,6.1
304,256,2.0
302,273,7.92
305,289,2.51
304,283,25.6
305,291,10.49
301,290,8.1
303,295,9.1
302,295,14.33
302,302,9.14
304,311,59.95
304,318,10.47
304,324,5.18
301,329,7.31
302,335,2.44
304,353,18.87
302,63,8.53
304,117,6.1
302,116,1.37
302,116,1.55
306,166,12.8
303,192,53.95
302,214,10.06
304,222,10.67
306,242,1.89
302,260,43.23
304,267,13.4
304,277,9.14
304,277,9.14
303,287,3.19
306,293,15.44
303,295,7.92
304,307,1.22
304,309,19.51
306,316,15.24
305,322,7.62
302,325,18.29
305,330,3.66
306,327,12.8
304,329,6.15
304,353,8.64
304,67,1.83
303,68,2.44
307,76,1.83
305,101,2.13
306,108,3.05
305,171,27.43
305,171,4.88
307,179,0.3
307,179,14.02
305,191,9.75
303,212,1.52
307,224,12.58
304,257,8.55
304,264,13.03
307,268,0.98
305,273,3.05
304,289,1.52
306,283,4.76
305,291,11.89
303,297,17.64
305,298,3.05
306,297,9.14
306,302,6.1
307,310,3.96
306,322,9.14
304,324,5.65
307,320,18.29
305,326,10.67
306,330,17.37
304,333,11.96
307,347,2.14
304,353,6.1
304,355,1.61
306,75,3.66
305,118,3.65
304,130,1.52
308,168,1.52
308,172,8.23
308,177,13.41
308,177,2.9
306,195,27.13
304,257,12.5
307,272,10.67
306,276,24.36
305,275,1.88
308,287,0.92
306,283,4.11
306,289,6.01
305,290,7.75
308,310,16.46
306,327,15.94
304,389,3.14
309,72,12.19
305,103,7.32
306,123,4.07
306,127,4.27
305,134,7.62
305,137,9.14
307,188,3.05
305,197,7.01
309,261,36.52
307,261,42.02
305,266,38.57
309,270,7.71
307,264,17.68
305,268,11.58
307,270,9.14
305,275,3.7
306,289,4.57
309,291,22.86
305,294,12.98
305,292,12.52
305,296,25.61
305,294,11.39
305,297,16.76
309,298,4.57
309,307,10.31
307,310,3.2
309,319,8.73
308,318,7.62
309,322,10.67
309,318,15.24
308,329,3.52
305,351,4.54
305,352,4.88
308,73,32.92
306,75,3.05
306,132,5.79
306,140,13.72
308,155,7.62
310,169,18.29
310,170,5.84
310,170,5.55
310,184,4.57
310,208,9.14
308,208,1.66
306,225,2.74
306,251,59.74
309,248,32.9
310,263,13.01
310,263,5.89
309,264,21.2
308,261,62.3
306,266,23.17
306,268,4.04
309,268,1.35
306,272,6.93
306,275,18.29
306,289,5.36
307,288,1.01
308,296,1.8
306,301,4.57
307,310,4.67
307,310,7.62
307,310,9.14
308,310,15.54
307,316,12.19
307,316,9.48
307,323,1.22
309,320,6.16
306,336,3.05
306,334,3.78
310,346,1.69
306,391,0.66
308,110,15.24
311,122,12.19
308,142,2.74
310,170,6.1
310,170,13.11
311,177,15.07
311,176,7.32
311,182,11.73
309,203,9.14
310,236,8.53
308,260,66.23
307,263,47.68
307,261,43.27
307,263,47.4
307,264,19.08
310,268,6.89
311,267,0.91
308,272,2.27
309,286,3.35
311,302,9.75
311,302,9.47
308,304,3.89
307,310,6.1
308,318,7.32
307,323,3.32
308,329,2.71
311,346,4.57
309,114,0.61
312,123,7.62
312,130,18.29
308,135,7.62
310,169,14.63
310,169,14.94
310,184,5.69
308,192,2.74
309,191,6.4
310,252,1.42
310,252,1.13
310,261,57.27
312,259,43.79
309,264,22.84
308,272,0.64
309,288,24.38
310,292,22.86
311,296,1.52
310,303,3.05
309,320,2.26
312,327,3.31
312,336,6.01
309,365,2.68
310,104,2.74
313,123,4.57
310,139,15.85
309,139,10.06
309,139,12.19
313,178,22.25
309,188,7.89
312,212,1.52
313,230,4.57
312,262,4.79
311,261,38.71
310,261,57.95
311,268,6.1
310,270,17.08
309,269,6.1
310,270,13.4
310,269,2.05
312,277,9.78
312,277,8.2
313,279,0.91
313,311,4.27
313,327,3.66
309,332,2.44
313,340,3.35
312,336,3.06
313,349,2.29
312,360,5.03
309,365,3.15
309,413,2.44
311,100,3.66
313,113,10.67
313,113,9.75
314,116,3.05
314,128,4.88
314,128,9.14
310,142,2.13
310,148,0.0
312,152,8.87
312,155,3.96
310,202,19.51
311,222,14.02
312,257,51.66
314,251,15.39
312,257,56.05
310,261,55.04
310,269,3.06
310,269,2.8
312,267,1.95
312,288,4.57
311,295,5.18
313,319,2.74
314,327,1.7
313,327,2.74
312,336,1.52
311,346,2.66
314,355,4.46
314,360,5.4
315,118,0.91
315,124,1.52
315,132,9.14
315,144,2.74
315,144,3.05
315,144,2.74
312,152,13.11
313,163,24.38
311,220,4.88
311,221,8.84
313,253,8.59
311,255,67.48
313,257,35.36
311,261,32.71
312,259,43.42
311,261,31.53
311,267,1.58
311,268,2.91
314,277,3.81
314,278,2.83
315,277,5.49
312,288,4.57
311,291,7.62
314,291,17.07
311,300,7.62
312,301,3.96
311,300,7.01
311,301,24.38
315,308,12.19
315,308,12.8
315,321,9.14
314,321,7.11
315,320,2.44
314,325,3.96
314,347,0.03
313,349,1.8
315,359,6.27
311,365,3.73
315,418,2.0
312,123,8.53
316,127,27.43
316,142,4.57
313,148,5.18
316,157,31.64
315,156,21.34
315,255,4.86
315,265,8.11
315,265,7.74
316,266,1.97
316,266,2.99
315,265,5.59
315,276,1.59
314,277,1.25
314,274,22.89
315,277,7.14
312,276,5.18
316,280,10.4
314,287,6.1
313,295,9.14
312,290,2.72
313,291,4.27
315,297,15.24
312,306,13.72
312,305,8.24
314,320,6.4
314,325,4.57
313,327,3.2
316,340,10.45
316,345,18.59
316,345,11.58
315,371,3.04
314,396,1.41
314,120,2.44
314,116,4.88
314,121,5.18
316,134,1.22
314,262,10.67
315,263,2.23
314,260,4.43
316,268,25.91
316,268,16.76
316,266,3.42
316,266,1.75
315,275,9.65
313,277,14.98
314,279,8.21
316,280,9.14
315,288,1.31
313,295,9.14
316,292,4.57
313,295,7.92
314,298,4.57
317,300,2.13
317,310,16.46
313,311,4.57
316,318,3.05
313,327,3.66
316,335,3.39
317,367,1.93
317,369,2.44
318,158,6.71
317,161,8.2
314,203,5.49
316,266,2.23
316,276,18.43
315,275,8.42
314,277,3.05
316,280,10.24
314,279,8.53
316,288,13.4
317,300,2.44
315,296,25.6
318,310,7.62
317,318,4.57
317,319,1.83
314,325,3.38
314,327,0.91
318,333,4.57
317,341,1.76
318,345,16.91
314,355,4.67
317,158,18.29
316,274,16.31
318,280,11.49
316,288,13.4
316,288,13.4
316,292,5.18
315,298,9.14
317,297,6.71
315,306,3.66
318,315,13.72
318,317,5.16
318,317,5.79
316,322,8.53
319,320,2.74
315,325,18.29
315,326,6.1
319,333,4.57
319,333,8.28
316,345,14.85
318,145,3.05
318,159,5.79
316,162,6.1
317,195,7.15
320,209,1.83
318,226,22.86
317,257,13.72
319,270,16.38
320,277,9.75
320,276,3.49
317,280,13.4
316,288,13.4
318,297,2.13
319,297,10.36
317,295,22.86
316,305,7.62
319,310,4.57
317,318,4.88
318,318,4.3
319,333,6.08
320,351,19.51
320,367,7.32
317,130,10.67
317,137,5.49
320,146,60.96
321,160,5.46
317,161,5.49
321,160,2.74
318,254,45.72
319,269,6.51
318,280,11.32
317,280,13.42
318,285,35.63
319,285,15.85
320,285,23.73
320,290,3.47
320,300,15.54
321,314,5.18
319,312,19.81
318,319,6.04
317,323,4.88
319,333,4.23
319,333,5.93
321,356,3.94
319,164,9.14
318,271,16.86
319,270,10.01
321,282,1.22
319,291,5.47
322,292,7.62
322,290,9.14
321,296,6.1
322,309,5.71
320,318,8.84
320,318,9.14
321,325,3.73
321,325,3.05
322,335,5.04
322,335,7.62
322,335,11.48
321,341,34.44
321,341,37.78
321,346,19.51
322,357,2.99
322,403,5.49
318,434,2.23
323,143,10.67
321,149,2.44
321,152,6.68
322,159,12.8
322,159,6.1
322,184,0.61
322,189,3.05
319,269,1.22
319,270,13.9
319,269,5.99
323,271,17.26
323,272,5.76
320,277,8.92
320,277,8.6
319,281,3.29
323,281,1.48
319,286,40.7
322,289,1.32
319,291,5.4
323,297,4.57
322,303,6.1
321,309,0.58
323,309,3.02
323,315,5.1
323,316,3.05
319,320,3.05
323,336,6.81
323,337,5.82
323,336,8.38
322,338,0.61
321,341,14.33
322,403,2.2
323,148,0.64
322,150,10.36
321,160,5.27
320,209,1.74
322,265,10.2
322,266,3.96
322,265,7.48
320,274,34.61
320,277,9.68
324,280,2.74
324,279,3.38
321,285,25.19
321,285,37.75
322,290,9.76
321,292,6.1
320,297,12.19
323,303,7.62
322,312,11.58
322,312,11.28
323,315,4.88
320,318,9.14
320,318,10.1
321,325,5.94
321,439,1.71
325,143,2.13
324,144,3.66
321,149,1.92
324,265,2.35
322,265,7.54
323,271,19.4
323,275,13.2
323,276,13.11
321,274,19.57
322,276,5.17
321,281,17.95
323,279,1.71
324,280,2.1
323,292,8.44
323,289,4.69
325,295,3.01
323,310,4.88
323,310,4.4
323,315,5.62
323,319,12.57
325,326,8.66
325,326,2.14
323,336,19.81
322,346,5.76
323,371,2.8
324,409,2.15
324,409,6.35
325,141,2.74
324,144,3.66
323,143,12.5
323,148,5.06
324,152,6.1
323,150,1.22
322,159,6.1
325,214,23.16
322,217,1.52
324,268,10.74
322,275,11.22
325,280,3.31
326,280,6.1
325,280,3.03
326,291,1.33
325,295,3.66
326,308,8.53
323,314,4.57
323,319,7.32
325,326,1.52
324,357,13.84
324,409,4.74
322,438,1.58
325,149,12.19
323,148,3.51
324,152,3.05
323,222,21.34
326,264,40.54
324,275,13.4
326,278,2.61
326,275,4.57
327,280,13.4
325,285,1.68
327,293,7.32
327,298,4.57
326,308,7.85
325,311,7.62
323,313,4.88
326,322,2.13
323,336,30.18
324,263,4.21
324,269,7.18
328,272,16.05
326,274,6.42
326,280,6.64
324,279,4.2
327,280,14.58
327,288,6.27
325,290,45.72
327,309,4.85
326,308,6.1
326,322,9.6
327,333,10.36
327,333,25.3
328,340,1.91
325,372,12.2
328,140,6.1
327,203,9.75
327,203,9.12
325,271,0.91
328,273,27.25
329,275,0.7
325,281,5.71
325,285,4.88
326,294,6.1
328,304,4.8
325,311,4.88
326,312,7.1
326,312,7.03
326,322,6.4
329,328,9.45
329,328,18.1
327,333,8.53
327,333,25.37
326,363,3.23
329,366,0.59
327,370,6.11
327,370,5.94
327,377,1.47
329,378,1.3
327,137,1.52
326,271,7.48
326,271,4.27
326,274,5.94
329,277,3.72
327,280,12.53
330,279,6.28
330,283,6.03
326,285,13.4
330,283,2.81
326,322,5.49
326,322,8.84
326,322,17.68
326,322,5.81
326,323,4.88
329,328,18.11
330,332,22.25
330,332,30.9
330,347,3.65
326,354,3.76
326,357,6.1
330,361,8.64
330,135,6.1
329,209,4.19
329,277,3.88
331,279,16.02
327,280,14.48
330,279,4.71
331,284,6.23
327,287,15.24
329,295,7.92
330,295,5.33
331,315,17.12
331,331,16.64
330,343,7.38
328,357,7.2
330,365,3.73
330,361,6.1
328,427,1.83
328,134,3.96
330,209,4.95
331,264,8.23
332,271,21.34
331,284,3.0
331,287,10.36
330,286,12.19
331,306,6.1
331,315,6.47
332,323,16.74
332,323,3.98
329,328,20.35
331,332,3.05
329,338,7.01
330,342,18.03
330,342,19.53
332,344,8.23
332,358,2.01
330,135,7.62
333,279,21.64
333,304,4.27
330,339,0.76
332,355,3.87
329,361,6.2
331,368,13.56
329,376,9.07
329,375,12.8
334,271,3.8
333,277,5.56
334,295,7.62
331,306,2.82
332,315,18.29
332,315,16.77
332,315,28.35
334,322,24.04
334,341,2.72
333,343,13.47
331,368,10.06
334,367,6.19
330,429,5.49
332,265,1.08
335,271,11.89
333,283,10.67
334,294,7.38
335,296,4.88
335,295,6.1
331,306,2.94
334,303,6.61
332,315,17.1
332,315,9.45
332,315,33.2
334,322,19.54
335,323,1.33
332,340,2.01
333,341,9.3
336,274,6.4
335,271,12.19
335,284,7.61
336,293,7.62
333,304,5.49
332,315,11.91
333,315,22.63
333,315,19.4
335,340,0.76
336,339,1.97
334,367,9.75
334,367,12.5
335,374,8.53
335,374,6.71
332,385,1.83
337,266,0.61
336,274,4.88
337,295,2.45
336,295,5.07
335,310,18.18
334,315,10.97
333,314,11.13
336,324,43.05
335,337,2.17
336,339,1.86
333,341,7.63
336,351,1.34
334,367,9.14
335,374,4.45
337,378,7.62
338,266,3.66
335,286,1.83
337,296,1.84
336,295,5.18
336,296,4.27
338,305,1.83
335,310,25.9
336,318,23.27
334,335,0.66
338,338,6.16
335,340,0.61
336,343,5.27
338,377,6.1
337,272,21.02
336,298,6.1
336,298,4.02
338,306,4.07
338,306,6.63
335,310,13.74
336,339,2.05
336,339,2.23
335,350,2.44
335,356,3.35
336,355,5.18
339,388,1.83
339,388,2.74
336,200,21.34
337,297,1.32
337,297,2.04
340,307,20.49
337,317,27.07
336,318,31.93
336,324,43.1
337,338,5.55
338,347,1.61
339,339,7.92
339,388,0.91
340,307,6.29
339,311,2.13
341,319,2.74
337,329,6.81
341,332,15.24
337,337,4.9
341,341,5.51
337,344,4.12
339,346,2.2
339,344,3.58
339,367,11.89
339,388,2.7
341,279,6.24
340,281,0.61
341,295,2.44
342,302,11.39
338,306,3.96
341,319,15.54
340,335,3.86
338,356,5.99
339,367,4.88
341,379,4.7
339,269,25.3
341,272,5.07
340,282,4.33
341,287,12.19
343,301,6.48
340,307,9.14
343,325,4.88
343,336,10.36
341,343,4.57
339,357,1.48
340,442,3.17
343,274,8.48
343,268,3.05
340,291,1.52
343,301,5.88
340,307,10.67
343,309,25.05
344,325,7.16
342,337,7.12
340,342,5.49
341,348,0.59
344,342,7.77
340,361,5.56
342,377,10.92
343,290,3.43
343,301,10.54
343,301,14.63
342,326,1.03
343,331,4.57
343,329,1.75
345,343,2.3
345,338,3.33
345,434,3.48
344,289,4.93
343,301,16.52
343,323,18.25
343,327,6.48
344,330,0.78
344,338,4.82
344,336,8.08
345,342,6.1
346,352,9.35
345,439,3.35
343,266,3.73
346,279,3.54
343,284,13.4
343,289,1.22
343,309,22.72
343,329,2.63
346,339,1.27
347,340,0.89
346,341,2.31
343,346,2.87
347,351,3.87
347,351,4.57
347,364,5.49
347,377,4.08
344,286,2.64
344,286,1.83
347,290,8.53
348,293,3.05
347,301,21.62
347,301,22.34
344,330,0.76
346,341,2.27
345,341,3.88
346,343,1.11
344,347,6.1
348,363,5.49
348,382,1.77
344,458,2.94
345,271,6.1
346,273,2.44
347,290,4.02
349,302,21.09
348,337,3.22
346,339,1.83
347,351,3.89
348,363,3.35
349,382,13.11
346,272,12.19
346,273,4.57
349,282,8.05
349,282,4.57
347,301,3.66
349,302,12.75
349,302,18.9
349,302,25.91
348,302,1.35
347,333,11.89
349,339,0.39
346,342,7.39
348,352,5.61
347,368,11.58
347,279,8.08
349,283,5.5
350,295,15.07
349,334,9.75
349,337,4.68
347,343,2.42
349,356,3.0
348,363,5.18
348,363,11.58
348,377,7.01
347,439,1.83
349,452,0.74
348,267,6.71
348,279,3.05
350,295,10.67
348,313,5.0
350,314,8.29
350,328,4.88
351,334,13.72
349,334,9.97
352,338,1.83
350,333,7.7
349,356,1.83
348,363,10.97
351,365,3.66
351,365,5.18
349,377,1.83
352,440,2.69
349,270,6.71
350,295,19.16
350,295,27.73
351,308,1.98
350,334,8.83
351,350,8.49
350,351,2.44
349,363,1.52
350,378,2.61
352,452,1.56
353,267,2.26
350,301,2.13
351,308,5.73
351,308,7.32
352,331,2.99
352,335,5.54
351,337,4.72
351,350,1.74
350,351,3.93
352,356,4.58
352,356,3.63
353,267,0.91
355,279,1.26
353,289,15.85
353,340,1.1
351,350,3.5
353,289,27.31
352,331,2.87
353,356,1.85
353,357,2.81
352,390,2.44
352,453,2.14
353,267,2.44
355,278,17.83
353,282,12.19
353,289,8.07
357,300,18.29
357,361,1.52
354,440,3.05
357,307,2.13
354,334,3.7
354,334,3.3
356,279,4.88
359,294,4.27
359,298,4.78
357,324,4.73
355,334,2.13
355,340,6.71
356,270,11.6
360,298,3.78
357,307,2.16
356,328,2.84
360,343,3.66
356,345,3.35
356,345,6.52
360,363,5.49
357,334,2.38
360,335,0.13
361,344,11.02
361,344,3.58
360,343,2.07
360,361,1.12
358,457,4.57
360,267,7.92
358,307,12.14
358,307,6.42
359,333,1.11
361,344,8.03
358,353,3.29
362,365,7.01
362,380,5.2
360,444,1.96
358,449,5.49
358,457,3.99
360,271,2.44
359,271,6.21
361,300,2.05
360,343,1.83
360,343,1.16
360,444,11.48
359,457,2.07
362,278,13.12
361,309,6.91
363,321,2.49
360,340,2.74
361,343,1.37
361,343,2.44
361,344,3.46
363,374,8.64
364,273,12.98
364,322,6.1
361,327,1.64
362,339,1.93
362,339,0.87
366,267,12.8
366,267,9.45
366,302,6.14
362,332,0.71
366,351,7.31
364,443,5.77
366,267,14.38
367,339,0.91
366,381,2.62
364,443,4.57
366,295,2.85
366,338,1.1
364,374,4.57
367,279,1.71
369,325,1.67
366,365,12.19
365,368,6.0
370,311,4.57
369,363,4.72
366,381,6.59
368,281,2.23
371,289,11.31
371,330,1.55
371,329,2.48
369,339,1.63
368,349,7.47
371,389,1.06
370,411,1.44
370,411,2.01
371,415,3.4
371,415,5.79
371,280,7.83
372,290,3.56
372,291,3.01
371,329,3.53
369,339,1.74
371,346,7.92
372,388,1.82
369,406,1.08
370,279,12.88
371,311,11.11
371,311,6.71
370,317,3.71
373,345,1.14
372,376,0.0
373,401,4.68
370,411,1.51
370,411,1.36
370,411,2.55
373,290,3.66
370,369,12.02
370,384,2.7
374,400,3.18
370,411,3.05
372,414,7.32
371,292,0.12
372,328,1.8
374,335,6.83
373,346,1.78
372,359,0.91
372,373,2.84
373,383,1.87
373,383,3.66
374,390,3.54
374,345,1.88
372,383,1.34
375,405,0.91
376,333,3.81
376,333,2.73
375,352,2.29
373,373,1.07
376,380,3.32
373,383,2.4
374,383,2.42
375,408,2.6
377,280,5.1
377,292,1.58
377,306,1.37
378,305,1.91
374,350,0.26
377,399,2.14
376,413,2.23
377,288,1.68
375,312,2.97
377,312,5.41
375,349,2.33
377,390,4.36
379,393,3.93
380,296,15.43
379,303,2.44
378,312,6.12
380,319,1.07
376,333,3.41
380,353,1.52
376,379,6.1
379,277,5.28
378,291,0.78
377,308,0.63
380,354,2.73
379,309,6.49
378,336,2.6
382,355,7.32
379,304,1.17
381,353,3.72
383,358,2.69
380,274,5.57
384,297,2.78
382,352,3.05
382,352,3.08
382,356,4.88
383,358,3.69
385,329,3.46
383,366,9.18
383,387,4.62
382,269,10.74
382,285,6.1
386,288,8.2
382,296,2.83
382,303,10.84
384,354,3.44
386,298,9.14
387,331,9.19
383,366,3.66
383,366,3.35
385,377,4.94
384,380,0.97
385,266,12.19
385,277,8.23
385,300,17.37
386,327,0.94
386,369,3.05
384,380,0.53
385,354,9.14
385,358,8.84
385,365,3.62
385,365,4.57
386,365,7.47
388,370,9.38
386,369,9.14
386,277,5.0
388,288,3.35
387,298,4.27
389,308,6.17
388,330,4.99
390,353,4.98
387,354,1.83
386,359,9.6
386,365,4.32
387,366,5.49
389,273,9.64
392,293,6.1
392,354,6.27
388,360,12.19
388,360,4.69
389,273,7.67
392,293,7.74
389,319,8.23
392,354,4.09
389,360,3.96
390,279,10.67
394,286,9.42
390,311,13.71
392,354,6.27
392,354,3.98
395,286,5.84
394,330,2.25
391,353,2.78
393,275,1.58
392,278,4.88
394,285,9.45
392,353,0.91
394,293,6.71
394,300,5.49
393,301,4.57
397,265,3.74
394,285,12.45
395,298,4.57
397,318,17.61
398,287,2.13
399,300,4.27
398,288,5.62
397,306,0.91
399,327,4.74
397,288,9.75
398,289,3.04
398,281,6.59
398,281,7.62
401,300,1.52
401,299,15.85
401,299,11.44
399,333,6.71
398,338,1.7
403,264,3.05
403,284,5.37
399,291,1.22
400,293,3.39
401,299,10.67
401,299,14.02
399,324,13.83
401,299,5.18
404,303,4.21
400,308,1.52
400,316,25.89
400,317,11.64
405,286,2.44
401,299,8.23
404,303,7.66
404,303,2.44
402,317,7.26
401,326,1.09
401,326,0.63
404,275,9.75
406,278,1.83
405,286,2.13
402,293,9.45
402,299,4.27
404,303,4.88
404,303,7.62
404,303,8.38
404,317,0.56
405,326,3.05
404,274,4.86
405,286,0.61
403,293,4.8
403,299,0.88
404,302,1.52
403,314,7.62
405,326,3.05
404,274,7.92
404,293,0.61
404,303,2.9
405,326,0.61
405,276,5.49
406,278,3.66
